id,endpoint_id,provider,display_name,description,category,status,thumbnail_url,model_url,supported_duration_range,ai_model_price_list,created_at,updated_at
a9a5da1d-959d-4e66-9801-410bbe244443,bytedance/seedream/v5/pro/edit,fal.ai,Seedream 5.0 Pro,"Seedream 5.0 Pro is grounded, region-precise image editing model that changes one element while keeping the rest of the frame intact with layer separation, sketch completion, and up to 10 reference images.",image-to-image,active,https://v3b.fal.media/files/b/0aa15606/l4xYHHjF6aMrdoonScgXK.jpg,https://fal.run/bytedance/seedream/v5/pro/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.0675},{""unit"":""image_1080p"",""price_per_unit"":0.0675},{""unit"":""input_image_above_1"",""price_per_unit"":0.0045}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
b23632f5-9752-4ca9-9743-33120dc59e0f,fal-ai/wan/v2.7/pro/edit,fal.ai,Wan 2.7 Pro,"Edit and transform images using text instructions with the WAN 2.7 Pro model for precise, professional-grade image modifications.",image-to-image,active,https://v3b.fal.media/files/b/0a94816f/BhHA2kmKyAQ8vJxw_HPQ4_2b4b35f0fbb0449195d84178ba988112.jpg,https://fal.run/fal-ai/wan/v2.7/pro/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.075},{""unit"":""image_1080p"",""price_per_unit"":0.075}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
b5382c55-f9bb-45e9-bfcf-7b98224ae81c,fal-ai/bytedance/seedance/v1/pro/fast/image-to-video,fal.ai,Seedance 1.0 Pro Fast,"Image to Video endpoint for Seedance 1.0 Pro Fast, a next-generation video model designed to deliver maximum performance at minimal cost",image-to-video,active,,https://fal.run/fal-ai/bytedance/seedance/v1/pro/fast/image-to-video,"[2,3,4,5,6,7,8,9,10,11,12]","[{""unit"":""video_720p"",""price_per_unit"":0.0216},{""unit"":""video_1080p"",""price_per_unit"":0.0486}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
b8dd5df9-d4ea-4a2d-83e0-c7e418d214eb,fal-ai/kling-image/o3/image-to-image,fal.ai,Kling Omni 3,Kling Omni 3: Top-tier image-to-image with flawless consistency.,image-to-image,active,https://v3b.fal.media/files/b/0a8d24a0/FX4gbFjRsBJPDJ2WkPMFa_9f3aa39f5fd84be395b5ce3dee7e4dd1.jpg,https://fal.run/fal-ai/kling-image/o3/image-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.028},{""unit"":""image_1080p"",""price_per_unit"":0.028}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
ba0382e0-2de3-46e7-b17c-bfbfa00581a7,fal-ai/hidream-o1-image/dev,fal.ai,Hidream O1 Image Dev,"Unified image generation with HiDream-O1-Image. Create, edit, and personalize high-resolution images up to 2K—single native model handles text-to-image, editing, and custom subjects without external components.",text-to-image,active,https://v3b.fal.media/files/b/0a9991f9/vvcIi5jpPDoJJ_j-Mqjet_714dcf611a2d446381e3b2a8eb084c21.jpg,https://fal.run/fal-ai/hidream-o1-image/dev,[],"[{""unit"":""image_720p"",""price_per_unit"":0.0046},{""unit"":""image_1080p"",""price_per_unit"":0.01035}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
ba8defa3-620d-42b9-8882-b8333f92e70b,fal-ai/vidu/q3/image-to-video/turbo,fal.ai,Vidu Q3 Turbo,Vidu's Q3 Turbo Model,image-to-video,active,,https://fal.run/fal-ai/vidu/q3/image-to-video/turbo,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16]","[{""unit"":""video_720p"",""price_per_unit"":0.077},{""unit"":""video_1080p"",""price_per_unit"":0.077}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
bdd24b63-378f-4ad4-9c5c-d36715411930,fal-ai/qwen-image-max/edit,fal.ai,Qwen Image Max,Image editing endpoint for Qwen-Image-Max. Qwen Image Max improves upon the Qwen Image Plus series by enhancing the realism and naturalness of images.,image-to-image,active,https://v3b.fal.media/files/b/0a8c1c81/hMoPEMrnsMl-BPesZ3v02_cb7c0df16e074d0fb5959090fc670856.jpg,https://fal.run/fal-ai/qwen-image-max/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.075},{""unit"":""image_1080p"",""price_per_unit"":0.075}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
c52af2fd-6fd4-4e0d-91a3-524863534da8,fal-ai/wan/v2.7/image-to-video,fal.ai,Wan 2.7,"Wan 2.7 is the latest generation AI video model, delivering enhanced motion smoothness, superior scene fidelity, and greater visual coherence.",image-to-video,active,,https://fal.run/fal-ai/wan/v2.7/image-to-video,"[2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.1},{""unit"":""video_1080p"",""price_per_unit"":0.15}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
c598042f-e581-4e82-8ad8-e7d4871bed76,fal-ai/boogu-image,fal.ai,Boogu Image,Text To Image Model using Boogu-Image,text-to-image,active,https://v3b.fal.media/files/b/0a9eb742/8QNsn7JFWdvxtbkhJsDym_1e782ca20ecb4a9187294c4d2e1140d6.jpg,https://fal.run/fal-ai/boogu-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.0368},{""unit"":""image_1080p"",""price_per_unit"":0.0828}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
c62ec61e-a448-4bcc-936d-c33e6083a83f,fal-ai/qwen-image-2/pro/edit,fal.ai,Qwen Image 2 Pro,Qwen-Image-2.0 is a next-generation foundational unified generation-and-editing model,image-to-image,active,https://v3b.fal.media/files/b/0a90b308/MaD9dwwc6YSa92Jhkhk0u_e29246f04f9646428d2ea04079417985.jpg,https://fal.run/fal-ai/qwen-image-2/pro/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.075},{""unit"":""image_1080p"",""price_per_unit"":0.075}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
c65cb417-00c9-406e-b1b2-33a340456977,bytedance/seedream/v5/lite/edit,fal.ai,Seedream 5.0 Lite,"Image editing endpoint for the fast Lite version of Seedream 5.0, supporting high quality intelligent image editing with multiple inputs.",image-to-image,active,https://v3b.fal.media/files/b/0a9c2fb5/PIUPm_8kBdpdBoSkOebbz_bcfdbe1021324995bf3c36b05ab59c2c.jpg,https://fal.run/bytedance/seedream/v5/lite/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.035},{""unit"":""image_1080p"",""price_per_unit"":0.035}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
ca637a97-f060-4b81-a7d4-118a6f4aac0c,fal-ai/nano-banana,fal.ai,Nano Banana,Google's famous original image generation and editing model,text-to-image,active,https://fal.media/files/zebra/eLGB_Z0WHjbSD4Ad5aY-g_83f5f6da4f09426489042866cb0e4e9c.jpg,https://fal.run/fal-ai/nano-banana,[],"[{""unit"":""image_720p"",""price_per_unit"":0.039},{""unit"":""image_1080p"",""price_per_unit"":0.039}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
cce87f77-ad69-446f-87d3-35b35dc73fcc,ideogram/v4/image-to-image,fal.ai,Ideogram V4,"Ideogram V4.0q Image-to-Image transforms an input image with a text prompt, restyling and reworking the composition while preserving its core structure for prompt-faithful, high-fidelity edits.",image-to-image,active,https://v3b.fal.media/files/b/0a9dc0d8/Sk7dDmlNxtuNqrIC5PGqo_cb68a0ee29c44a729d67bd251546ba63.jpg,https://fal.run/ideogram/v4/image-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.023},{""unit"":""image_1080p"",""price_per_unit"":0.05175}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
cd9ba753-89bb-452d-8935-11f7748c234f,fal-ai/hidream-o1-image/edit,fal.ai,Hidream O1 Image,"Unified image generation with HiDream-O1-Image. Create, edit, and personalize high-resolution images up to 2K—single native model handles text-to-image, editing, and custom subjects without external components.",image-to-image,active,https://v3b.fal.media/files/b/0a99921e/VChBoBpjrCe5lbXHv97mB_220119a1d12448c2bb216d8e8ec6245e.jpg,https://fal.run/fal-ai/hidream-o1-image/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.0092},{""unit"":""image_1080p"",""price_per_unit"":0.0207}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
d2324722-9283-48ac-bd32-1d1b93b74080,fal-ai/kling-video/o3/4k/image-to-video,fal.ai,Kling O3 4K,"Kling's Native 4K is a video generation model that directly outputs professional-grade 4K video in one step, eliminating the need for post-production upscaling",image-to-video,active,,https://fal.run/fal-ai/kling-video/o3/4k/image-to-video,"[3,4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_2160p"",""price_per_unit"":0.42}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
d59b7307-ab54-4efd-82f5-62649c2976cc,xai/grok-imagine-image,fal.ai,Grok Imagine,Generate highly aesthetic images with xAI's Grok Imagine Image generation model.,text-to-image,active,https://v3b.fal.media/files/b/0a8c4b97/vZlFRoT1SBs5XMoVqN_P5_f4b2e3f42dcc4f06a18953fda2b5c942.jpg,https://fal.run/xai/grok-imagine-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.02},{""unit"":""image_1080p"",""price_per_unit"":0.02}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
dd56956b-452f-49ce-8b62-b3e490bf20b4,fal-ai/pixverse/c1/image-to-video,fal.ai,PixVerse C1,"Animate images into cinematic videos with PixVerse C1, supporting 1080p resolution and native audio generation.",image-to-video,active,,https://fal.run/fal-ai/pixverse/c1/image-to-video,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.05},{""unit"":""video_1080p"",""price_per_unit"":0.095}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
eabc4a7f-f99a-44a5-9331-805c2c7ac124,bytedance/seedream/v5/lite/text-to-image,fal.ai,Seedream 5.0 Lite,"Text to Image endpoint for the fast Lite version of Seedream 5.0, supporting high quality intelligent text-to-image generation.",text-to-image,active,https://v3b.fal.media/files/b/0a8f9a87/jRElAKkVlihQHtusciuoI_b73a05e10c45441bb15bce9cbed1bf25.jpg,https://fal.run/bytedance/seedream/v5/lite/text-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.035},{""unit"":""image_1080p"",""price_per_unit"":0.035}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
f0dedf9c-7bb5-4204-b651-d7537fa68249,fal-ai/wan/v2.7/edit,fal.ai,Wan 2.7,Transform and edit existing images with text-guided instructions using the WAN 2.7 model for creative image manipulation.,image-to-image,active,https://v3b.fal.media/files/b/0a948161/E43snBsqtEWRB2KGM6723_8b2971637e504a00b4bcf2cec7d544b6.jpg,https://fal.run/fal-ai/wan/v2.7/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.03},{""unit"":""image_1080p"",""price_per_unit"":0.03}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
f22855cd-0748-4e95-b11b-be86e256fa31,fal-ai/nano-banana/edit,fal.ai,Nano Banana,Google's famous original image generation and editing model,image-to-image,active,https://fal.media/files/koala/1iXUmtPWBg9oNTpkAv48W_ce1da4146f99452f8c1dfe58dd2b150e.jpg,https://fal.run/fal-ai/nano-banana/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.039},{""unit"":""image_1080p"",""price_per_unit"":0.039}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
