endpoint_id,provider,display_name,description,category,status,thumbnail_url,model_url,supported_duration_range,ai_model_price_list,is_valuable
fal-ai/flux-1/srpo,fal.ai,FLUX.1 SRPO [dev],FLUX.1 SRPO [dev] is a 12 billion parameter flow transformer that generates high-quality images from text with incredible aesthetics. It is suitable for personal and commercial use.,text-to-image,active,https://fal.media/files/elephant/sc5nHfAUsSmVjmNNzoHDo_0b10ed5de0c24d9f88df8ed0a350f49f.jpg,https://fal.run/fal-ai/flux-1/srpo,[],[],FALSE
fal-ai/flux-1/srpo/image-to-image,fal.ai,FLUX.1 SRPO [dev],FLUX.1 SRPO [dev] is a 12 billion parameter flow transformer that generates high-quality images from text with incredible aesthetics. It is suitable for personal and commercial use.\n,image-to-image,active,https://fal.media/files/panda/Lw4P1PGZPkZkAPI3u_Mxt_709597e8d0024e10ab25dfdf31963d0a.jpg,https://fal.run/fal-ai/flux-1/srpo/image-to-image,[],[],FALSE
fal-ai/longcat-image,fal.ai,Longcat Image,"LongCat image is a 6B parameter model excelling at multilingual text rendering, photorealism and deployment efficiency.",text-to-image,active,https://v3b.fal.media/files/b/0a851b6e/FRYO5MwzWRxk8dt0FR5Ib_bb0a8072b65d4af59dbb8fccdd52b02b.jpg,https://fal.run/fal-ai/longcat-image,[],[],FALSE
fal-ai/longcat-image/edit,fal.ai,Longcat Image,"LongCat image Edit is a 6B parameter image editing model excelling at multilingual text rendering, photorealism and deployment efficiency.",image-to-image,active,https://v3b.fal.media/files/b/0a859c1b/mdsG5LYIfadIqFJkLMWbo_b0fd88a073a64e0eb378a3f1ba907087.jpg,https://fal.run/fal-ai/longcat-image/edit,[],[],FALSE
fal-ai/bagel,fal.ai,Bagel,Bagel is a 7B parameter from Bytedance-Seed multimodal model that can generate both text and images.,text-to-image,active,https://storage.googleapis.com/falserverless/gallery/bagel.webp,https://fal.run/fal-ai/bagel,[],[],FALSE
fal-ai/bagel/edit,fal.ai,Bagel,Bagel is a 7B parameter multimodal model from Bytedance-Seed that can generate both images and text.,image-to-image,active,https://storage.googleapis.com/falserverless/gallery/bagel.webp,https://fal.run/fal-ai/bagel/edit,[],[],FALSE
fal-ai/hidream-i1-full,fal.ai,Hidream I1 Full,HiDream-I1 full is a new open-source image generative foundation model with 17B parameters that achieves state-of-the-art image generation quality within seconds.,text-to-image,active,https://fal.media/files/monkey/HzdkkAoX8-PqrYZUV0zOW_1efb1b99d0e84ce78dd35e8edc69fe09.jpg,https://fal.run/fal-ai/hidream-i1-full,[],[],FALSE
fal-ai/hidream-i1-full/image-to-image,fal.ai,Hidream I1 Full,HiDream-I1 full is a new open-source image generative foundation model with 17B parameters that achieves state-of-the-art image generation quality within seconds.,image-to-image,active,https://storage.googleapis.com/fal_cdn/fal/Upscale-1.jpeg,https://fal.run/fal-ai/hidream-i1-full/image-to-image,[],[],FALSE
fal-ai/emu-3.5-image/text-to-image,fal.ai,Emu 3.5 Image,Generate images from text using Emu 3.5 Image,text-to-image,active,https://v3b.fal.media/files/b/elephant/vIz3smWaozr97-oRkQBRu_de31d4d13d5d47d99814d2afe57cde1f.jpg,https://fal.run/fal-ai/emu-3.5-image/text-to-image,[],[],FALSE
fal-ai/emu-3.5-image/edit-image,fal.ai,Emu 3.5 Image,Edit images with a text prompt using Emu 3.5 Image,image-to-image,active,https://v3b.fal.media/files/b/monkey/tQyERUtskH6UgoJDqvDof_a8481b37918840948487c1ae79050bab.jpg,https://fal.run/fal-ai/emu-3.5-image/edit-image,[],[],FALSE
rundiffusion-fal/juggernaut-flux/base,fal.ai,Juggernaut Flux Base,"Juggernaut Base Flux by RunDiffusion is a drop-in replacement for Flux [Dev] that delivers sharper details, richer colors, and enhanced realism, while instantly boosting LoRAs and LyCORIS with full compatibility.",text-to-image,active,https://storage.googleapis.com/falserverless/gallery/juggernaut-flux-base.webp,https://fal.run/rundiffusion-fal/juggernaut-flux/base,[],[],FALSE
rundiffusion-fal/juggernaut-flux/base/image-to-image,fal.ai,Juggernaut Flux Base,"Juggernaut Base Flux by RunDiffusion is a drop-in replacement for Flux [Dev] that delivers sharper details, richer colors, and enhanced realism, while instantly boosting LoRAs and LyCORIS with full compatibility.",image-to-image,active,https://storage.googleapis.com/falserverless/gallery/juggernaut-flux-base.webp,https://fal.run/rundiffusion-fal/juggernaut-flux/base/image-to-image,[],[],FALSE
